comment_id,fashion_house,comment,processed_text,bert_sentiment,vader_sentiment,emoji_analysis,emotions,aspects,subjectivity,language_features
67,Schiaparelli,Somehow many of his pieces are getting too costumey,somehow many piece getting costumey,"{'positive': 0.6684446930885315, 'negative': 0.3315553367137909}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.012352555990219116, 'disgust': 0.006478822790086269, 'fear': 0.0032587696332484484, 'joy': 0.03260965272784233, 'neutral': 0.5705201625823975, 'sadness': 0.01764982007443905, 'surprise': 0.35713016986846924}",{},0.5,"{'emojis': 0, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
92,Schiaparelli,A vision!!! The last slide oh! thank you for this collection,vision repeated last slide oh thank collection,"{'positive': 0.6498072743415833, 'negative': 0.35019269585609436}","{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5423}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.009784728288650513, 'disgust': 0.00300609041005373, 'fear': 0.002565303584560752, 'joy': 0.300292432308197, 'neutral': 0.11157985776662827, 'sadness': 0.02960045635700226, 'surprise': 0.5431711077690125}",{},0.06666666666666667,"{'emojis': 0, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
93,Schiaparelli,What a honour to be alive at this moment in time and be able to see those,honour alive moment time able see,"{'positive': 0.639439582824707, 'negative': 0.3605603873729706}","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.743}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.005731434095650911, 'disgust': 0.006662054918706417, 'fear': 0.013493720442056656, 'joy': 0.3553808331489563, 'neutral': 0.5076496005058289, 'sadness': 0.014405620284378529, 'surprise': 0.09667669981718063}",{},0.5125,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
94,Schiaparelli,❤️❤️❤️All beautiful,beautiful ❤ ❤ ❤,"{'positive': 0.6601899266242981, 'negative': 0.3398101329803467}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 3, 'frequencies': {'❤': 3}}","{'anger': 0.005119864828884602, 'disgust': 0.004870596807450056, 'fear': 0.0029369129333645105, 'joy': 0.8519670963287354, 'neutral': 0.10897624492645264, 'sadness': 0.01866636611521244, 'surprise': 0.0074629089795053005}","{'aesthetic': {'score': np.float64(0.2997), 'count': 1, 'emoji_count': 3}}",1.0,"{'emojis': 3, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
95,Schiaparelli,❤️❤️❤️, ❤ ❤ ❤,"{'positive': 0.6730619668960571, 'negative': 0.32693806290626526}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 3, 'frequencies': {'❤': 3}}","{'anger': 0.019488997757434845, 'disgust': 0.014434167183935642, 'fear': 0.040564846247434616, 'joy': 0.03776215389370918, 'neutral': 0.8039821982383728, 'sadness': 0.07304932177066803, 'surprise': 0.010718310251832008}",{},0.0,"{'emojis': 3, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
96,Schiaparelli,❤️❤️, ❤ ❤,"{'positive': 0.672674298286438, 'negative': 0.327325701713562}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 2, 'frequencies': {'❤': 2}}","{'anger': 0.017657147720456123, 'disgust': 0.016935501247644424, 'fear': 0.025739021599292755, 'joy': 0.027033165097236633, 'neutral': 0.8550262451171875, 'sadness': 0.04787116125226021, 'surprise': 0.009737742133438587}",{},0.0,"{'emojis': 2, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
97,Schiaparelli,❤️❤️❤️, ❤ ❤ ❤,"{'positive': 0.6730619668960571, 'negative': 0.32693806290626526}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 3, 'frequencies': {'❤': 3}}","{'anger': 0.019488997757434845, 'disgust': 0.014434167183935642, 'fear': 0.040564846247434616, 'joy': 0.03776215389370918, 'neutral': 0.8039821982383728, 'sadness': 0.07304932177066803, 'surprise': 0.010718310251832008}",{},0.0,"{'emojis': 3, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
98,Schiaparelli,This is truly an epic moment in fashion,truly epic moment fashion,"{'positive': 0.6646977663040161, 'negative': 0.3353022038936615}","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.012323328293859959, 'disgust': 0.0015617781318724155, 'fear': 0.02633419819176197, 'joy': 0.05074040964245796, 'neutral': 0.10683168470859528, 'sadness': 0.009355033747851849, 'surprise': 0.792853593826294}",{},0.4,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
99,Schiaparelli,"""Yellowgarb A dream is to watch a collection & to see with my own eyes dresses that will be archived as treasures .. the name Schiaparelli through @danielroseberry ‘s eyes is certainly master class ..""",yellowgarb dream watch collection see eye dress archived treasure repeated name schiaparelli user eye certainly master class repeated,"{'positive': 0.6593679785728455, 'negative': 0.34063202142715454}","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6808}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.00485436525195837, 'disgust': 0.0008471186738461256, 'fear': 0.0036058411933481693, 'joy': 0.06668367981910706, 'neutral': 0.44031938910484314, 'sadness': 0.029172874987125397, 'surprise': 0.4545166790485382}",{},0.5714285714285714,"{'emojis': 0, 'words': 18, 'has_hashtags': False, 'has_mentions': True}"
212,Chanel,I love stories like that… behind the scenes and so real,love story like behind scene real,"{'positive': 0.6296648383140564, 'negative': 0.3703351616859436}","{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.7717}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.016402244567871094, 'disgust': 0.0028923822101205587, 'fear': 0.03584286570549011, 'joy': 0.13833928108215332, 'neutral': 0.4671363830566406, 'sadness': 0.021266382187604904, 'surprise': 0.31812047958374023}",{},0.5333333333333333,"{'emojis': 0, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
213,Chanel,Is amazing!! Increíble,amazing repeated increíble,"{'positive': 0.6603899002075195, 'negative': 0.3396100699901581}","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.06602160632610321, 'disgust': 0.0033001056872308254, 'fear': 0.013450787402689457, 'joy': 0.4446345865726471, 'neutral': 0.10720699280500412, 'sadness': 0.006295869592577219, 'surprise': 0.35909000039100647}",{},0.9,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
214,Chanel,Chanel pour toujours,chanel forever,"{'positive': 0.6315460205078125, 'negative': 0.3684539794921875}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.006946794223040342, 'disgust': 0.004366940353065729, 'fear': 0.003590564476326108, 'joy': 0.05344768613576889, 'neutral': 0.8531007766723633, 'sadness': 0.041958101093769073, 'surprise': 0.03658919781446457}",{},0.0,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
215,Chanel,❤️❤️❤️, ❤ ❤ ❤,"{'positive': 0.6730619668960571, 'negative': 0.32693806290626526}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 3, 'frequencies': {'❤': 3}}","{'anger': 0.019488997757434845, 'disgust': 0.014434167183935642, 'fear': 0.040564846247434616, 'joy': 0.03776215389370918, 'neutral': 0.8039821982383728, 'sadness': 0.07304932177066803, 'surprise': 0.010718310251832008}",{},0.0,"{'emojis': 3, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
216,Chanel,❤️, ❤,"{'positive': 0.6760619282722473, 'negative': 0.3239380717277527}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.041026487946510315, 'disgust': 0.04652230069041252, 'fear': 0.03398595005273819, 'joy': 0.013435118831694126, 'neutral': 0.8259836435317993, 'sadness': 0.026724085211753845, 'surprise': 0.012322457507252693}",{},0.0,"{'emojis': 1, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
217,Chanel,But who’s the new Creative Director?,new creative director,"{'positive': 0.6510589122772217, 'negative': 0.34894102811813354}","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.014947810210287571, 'disgust': 0.004791778977960348, 'fear': 0.023258261382579803, 'joy': 0.057536400854587555, 'neutral': 0.5653181076049805, 'sadness': 0.04576187580823898, 'surprise': 0.2883857488632202}","{'innovation': {'score': np.float64(0.5927), 'count': 1, 'emoji_count': 0}}",0.7272727272727273,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
218,Chanel,❤️❤️❤️❤️❤️❤️, ❤ ❤ ❤ ❤ ❤ ❤,"{'positive': 0.6682459115982056, 'negative': 0.33175405859947205}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 6, 'frequencies': {'❤': 6}}","{'anger': 0.03306923061609268, 'disgust': 0.025088565424084663, 'fear': 0.10236695408821106, 'joy': 0.05773685500025749, 'neutral': 0.6878475546836853, 'sadness': 0.08256601542234421, 'surprise': 0.011324801482260227}",{},0.0,"{'emojis': 6, 'words': 6, 'has_hashtags': False, 'has_mentions': False}"
219,Chanel,✨✨✨, ✨ ✨ ✨,"{'positive': 0.6730619668960571, 'negative': 0.32693806290626526}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 1.0, 'count': 3, 'frequencies': {'✨': 3}}","{'anger': 0.020544352009892464, 'disgust': 0.010955093428492546, 'fear': 0.027227509766817093, 'joy': 0.5279642697423697, 'neutral': 0.8424531817436218, 'sadness': 0.032893769443035126, 'surprise': 0.009997568093240261}",{},0.0,"{'emojis': 3, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
220,Chanel,"I loved the entire show Hello, sequins and palazzo's❤️",loved entire show hello sequin palazzo ❤,"{'positive': 0.6729746460914612, 'negative': 0.3270253539085388}","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.0029687744099646807, 'disgust': 0.0007260004640556872, 'fear': 0.0025338020641356707, 'joy': 0.8469139933586121, 'neutral': 0.09042422473430634, 'sadness': 0.01857106015086174, 'surprise': 0.03786198049783707}",{},0.7125,"{'emojis': 1, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
4,Schiaparelli,Schiaparelli runs couture week,schiaparelli run couture week,"{'positive': 0.6342114210128784, 'negative': 0.3657885193824768}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.011031112633645535, 'disgust': 0.004283886402845383, 'fear': 0.009586627595126629, 'joy': 0.24141940474510193, 'neutral': 0.5039607286453247, 'sadness': 0.028395695611834526, 'surprise': 0.2013225257396698}",{},0.0,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
10,Schiaparelli,Exquisite! The gold would be great paired with my 🥂🖤🥂🖤,exquisite gold would great paired 🥂 🖤 🥂 🖤,"{'positive': 0.6544339656829834, 'negative': 0.3455660045146942}","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}","{'sentiment': 0.0, 'count': 4, 'frequencies': {'🥂': 2, '🖤': 2}}","{'anger': 0.023914283141493797, 'disgust': 0.0038485934492200613, 'fear': 0.03178846091032028, 'joy': 0.5105491876602173, 'neutral': 0.39711153507232666, 'sadness': 0.016107453033328056, 'surprise': 0.01668051816523075}",{},0.875,"{'emojis': 4, 'words': 9, 'has_hashtags': False, 'has_mentions': False}"
81,Schiaparelli,"Seriously stunning, the master of craftsmanship, design & innovation! Kendall & all of the chosen models look sensational",seriously stunning master craftsmanship design innovation kendall chosen model look sensational,"{'positive': 0.6298852562904358, 'negative': 0.3701147139072418}","{'neg': 0.114, 'neu': 0.537, 'pos': 0.349, 'compound': 0.5423}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.002441761549562216, 'disgust': 0.0009569930261932313, 'fear': 0.002456289017572999, 'joy': 0.9155345559120178, 'neutral': 0.03384784609079361, 'sadness': 0.0032099366653710604, 'surprise': 0.041552674025297165}","{'design': {'score': np.float64(0.5848), 'count': 1, 'emoji_count': 0}, 'quality': {'score': np.float64(0.5848), 'count': 1, 'emoji_count': 0}, 'aesthetic': {'score': np.float64(0.5848), 'count': 1, 'emoji_count': 0}}",0.8333333333333333,"{'emojis': 0, 'words': 11, 'has_hashtags': False, 'has_mentions': False}"
82,Schiaparelli,"Kendall was so bored with that dress, she make the dress lose the magic.",kendall bored dress make dress lose magic,"{'positive': 0.6565549373626709, 'negative': 0.3434450626373291}","{'neg': 0.49, 'neu': 0.51, 'pos': 0.0, 'compound': -0.5859}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.026667382568120956, 'disgust': 0.0016553315799683332, 'fear': 0.0019017485901713371, 'joy': 0.010504567064344883, 'neutral': 0.1202269196510315, 'sadness': 0.744414210319519, 'surprise': 0.09462984651327133}",{},1.0,"{'emojis': 0, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
83,Schiaparelli,Kendall is stunning,kendall stunning,"{'positive': 0.6622008681297302, 'negative': 0.3377991318702698}","{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.02027018740773201, 'disgust': 0.0048902868293225765, 'fear': 0.07407261431217194, 'joy': 0.14593516290187836, 'neutral': 0.07084912806749344, 'sadness': 0.014047144912183285, 'surprise': 0.6699354648590088}","{'aesthetic': {'score': np.float64(0.3818), 'count': 1, 'emoji_count': 0}}",1.0,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
84,Schiaparelli,"The first photo, you deserve the best model instead of this one",first photo deserve best model instead one,"{'positive': 0.6352488398551941, 'negative': 0.3647511899471283}","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.03165625408291817, 'disgust': 0.0051895808428525925, 'fear': 0.005725380964577198, 'joy': 0.05328895151615143, 'neutral': 0.5824601054191589, 'sadness': 0.025659095495939255, 'surprise': 0.29602059721946716}",{},0.31666666666666665,"{'emojis': 0, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
85,Schiaparelli,I think this is the most beautiful collection ever! Incredible.,think beautiful collection ever incredible,"{'positive': 0.6463625431060791, 'negative': 0.3536375164985657}","{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.004180597141385078, 'disgust': 0.0003405660390853882, 'fear': 0.004276510328054428, 'joy': 0.10835116356611252, 'neutral': 0.0192984938621521, 'sadness': 0.004854776430875063, 'surprise': 0.8586979508399963}","{'aesthetic': {'score': np.float64(0.6689), 'count': 1, 'emoji_count': 0}}",0.95,"{'emojis': 0, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
86,Schiaparelli,✨✨✨BEAUTIFUL SCHIAPARELLI,allcaps beautiful schiaparelli allcaps ✨ ✨ ✨,"{'positive': 0.6412837505340576, 'negative': 0.3587162494659424}","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}","{'sentiment': 1.0, 'count': 3, 'frequencies': {'✨': 3}}","{'anger': 0.009254665113985538, 'disgust': 0.001819350989535451, 'fear': 0.0041832085698843, 'joy': 0.7840141654014587, 'neutral': 0.3388974964618683, 'sadness': 0.024166211485862732, 'surprise': 0.05365074798464775}","{'aesthetic': {'score': np.float64(0.7997000000000001), 'count': 1, 'emoji_count': 3}}",1.0,"{'emojis': 3, 'words': 7, 'has_hashtags': False, 'has_mentions': False}"
87,Schiaparelli,Gorgeous dress but that face conveys nothing. It is empty of emotion or message.,gorgeous dress face conveys nothing empty emotion message,"{'positive': 0.6140405535697937, 'negative': 0.3859594762325287}","{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.68}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.0012886966578662395, 'disgust': 0.0011589286150410771, 'fear': 0.00022174965124577284, 'joy': 0.9845817685127258, 'neutral': 0.00480799563229084, 'sadness': 0.005985334049910307, 'surprise': 0.0019554991740733385}","{'aesthetic': {'score': np.float64(0.3612), 'count': 1, 'emoji_count': 0}}",0.7,"{'emojis': 0, 'words': 8, 'has_hashtags': False, 'has_mentions': False}"
88,Schiaparelli,OH MY GOD,allcaps oh god allcaps,"{'positive': 0.6282108426094055, 'negative': 0.3717891573905945}","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.0027891125064343214, 'disgust': 0.0016246609156951308, 'fear': 0.004241086542606354, 'joy': 0.012820573523640633, 'neutral': 0.010483939200639725, 'sadness': 0.015400078147649765, 'surprise': 0.9526405930519104}",{},0.0,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
89,Schiaparelli,Candoll jenner prettiest purest female and queen of queens in all time ☀️☀️,candoll jenner prettiest purest female queen queen time ☀ ☀,"{'positive': 0.6541925668716431, 'negative': 0.3458074629306793}","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}","{'sentiment': 0.0, 'count': 2, 'frequencies': {'☀': 2}}","{'anger': 0.010709216818213463, 'disgust': 0.0067345136776566505, 'fear': 0.0035073671024292707, 'joy': 0.733220100402832, 'neutral': 0.20128250122070312, 'sadness': 0.016826653853058815, 'surprise': 0.027719592675566673}",{},0.16666666666666666,"{'emojis': 2, 'words': 10, 'has_hashtags': False, 'has_mentions': False}"
90,Schiaparelli,"This is so beautiful, tasteful but also keeping the legacy in mind. danielroseberry pat yourself in the back. Schiaparelli",beautiful tasteful also keeping legacy mind danielroseberry pat back schiaparelli,"{'positive': 0.6380534768104553, 'negative': 0.3619464635848999}","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.0018994276179000735, 'disgust': 0.005109552294015884, 'fear': 0.0009804517030715942, 'joy': 0.8436062335968018, 'neutral': 0.12667302787303925, 'sadness': 0.003992896527051926, 'surprise': 0.01773841865360737}","{'aesthetic': {'score': np.float64(0.458), 'count': 1, 'emoji_count': 0}}",0.5,"{'emojis': 0, 'words': 10, 'has_hashtags': False, 'has_mentions': False}"
291,Jacquemus,best collection to date. bravo,best collection date bravo,"{'positive': 0.6567925214767456, 'negative': 0.3432075083255768}","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.019689900800585747, 'disgust': 0.013719423674046993, 'fear': 0.008982028812170029, 'joy': 0.12333197146654129, 'neutral': 0.7852268815040588, 'sadness': 0.00930335745215416, 'surprise': 0.03974650055170059}",{},0.3,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
292,Jacquemus,Me gusta la 22 !,like number,"{'positive': 0.6659560203552246, 'negative': 0.334043949842453}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.012818554416298866, 'disgust': 0.008890855126082897, 'fear': 0.006965211592614651, 'joy': 0.005902754608541727, 'neutral': 0.8389770984649658, 'sadness': 0.019891954958438873, 'surprise': 0.10655360668897629}",{},0.0,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
293,Jacquemus,#22,number,"{'positive': 0.6905025839805603, 'negative': 0.3094974160194397}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.021888164803385735, 'disgust': 0.008528482168912888, 'fear': 0.009379873052239418, 'joy': 0.008223789744079113, 'neutral': 0.8592754006385803, 'sadness': 0.020971333608031273, 'surprise': 0.07173299789428711}",{},0.0,"{'emojis': 0, 'words': 1, 'has_hashtags': True, 'has_mentions': False}"
294,Jacquemus,❤️, ❤,"{'positive': 0.6760619282722473, 'negative': 0.3239380717277527}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.041026487946510315, 'disgust': 0.04652230069041252, 'fear': 0.03398595005273819, 'joy': 0.013435118831694126, 'neutral': 0.8259836435317993, 'sadness': 0.026724085211753845, 'surprise': 0.012322457507252693}",{},0.0,"{'emojis': 1, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
295,Jacquemus,Love the old references,love old reference,"{'positive': 0.644781231880188, 'negative': 0.35521867871284485}","{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.004561163950711489, 'disgust': 0.004933323245495558, 'fear': 0.0013900871854275465, 'joy': 0.04439267888665199, 'neutral': 0.755321204662323, 'sadness': 0.1080702543258667, 'surprise': 0.08133120834827423}",{},0.4,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
296,Jacquemus,"6,22y33",number,"{'positive': 0.6905025839805603, 'negative': 0.3094974160194397}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.021888164803385735, 'disgust': 0.008528482168912888, 'fear': 0.009379873052239418, 'joy': 0.008223789744079113, 'neutral': 0.8592754006385803, 'sadness': 0.020971333608031273, 'surprise': 0.07173299789428711}",{},0.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
297,Jacquemus,❤️, ❤,"{'positive': 0.6760619282722473, 'negative': 0.3239380717277527}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.041026487946510315, 'disgust': 0.04652230069041252, 'fear': 0.03398595005273819, 'joy': 0.013435118831694126, 'neutral': 0.8259836435317993, 'sadness': 0.026724085211753845, 'surprise': 0.012322457507252693}",{},0.0,"{'emojis': 1, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
298,Jacquemus,La 35 et 28,number number,"{'positive': 0.6630831360816956, 'negative': 0.33691686391830444}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.007997953332960606, 'disgust': 0.005581290926784277, 'fear': 0.004674691241234541, 'joy': 0.006559634581208229, 'neutral': 0.9013857841491699, 'sadness': 0.024804100394248962, 'surprise': 0.048996418714523315}",{},0.0,"{'emojis': 0, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
299,Jacquemus,38 ‍❤️,number ❤,"{'positive': 0.6745521426200867, 'negative': 0.3254478871822357}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.01390733104199171, 'disgust': 0.004299369174987078, 'fear': 0.01303841546177864, 'joy': 0.017817942425608635, 'neutral': 0.9169495105743408, 'sadness': 0.014055534265935421, 'surprise': 0.019931897521018982}",{},0.0,"{'emojis': 1, 'words': 2, 'has_hashtags': False, 'has_mentions': False}"
300,Jacquemus,22,number,"{'positive': 0.6905025839805603, 'negative': 0.3094974160194397}","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.021888164803385735, 'disgust': 0.008528482168912888, 'fear': 0.009379873052239418, 'joy': 0.008223789744079113, 'neutral': 0.8592754006385803, 'sadness': 0.020971333608031273, 'surprise': 0.07173299789428711}",{},0.0,"{'emojis': 0, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
321,Jacquemus,Love all the oversized ones - 22 is my fav,love oversized one number fav,"{'positive': 0.6463175415992737, 'negative': 0.3536824882030487}","{'neg': 0.0, 'neu': 0.19, 'pos': 0.81, 'compound': 0.8176}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.006233281921595335, 'disgust': 0.0023656219709664583, 'fear': 0.0023127736058086157, 'joy': 0.23405106365680695, 'neutral': 0.6059998869895935, 'sadness': 0.05167657509446144, 'surprise': 0.0973607748746872}",{},0.6,"{'emojis': 0, 'words': 5, 'has_hashtags': False, 'has_mentions': False}"
322,Jacquemus,can’t get much better than this,get much better,"{'positive': 0.6251639127731323, 'negative': 0.37483611702919006}","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.023405693471431732, 'disgust': 0.00413118489086628, 'fear': 0.003528531873598695, 'joy': 0.07646536827087402, 'neutral': 0.775730550289154, 'sadness': 0.030755452811717987, 'surprise': 0.08598320931196213}",{},0.5,"{'emojis': 0, 'words': 3, 'has_hashtags': False, 'has_mentions': False}"
323,Jacquemus,so clever et tellement beau cette présentation des looks,clever beautiful presentation look,"{'positive': 0.6743952035903931, 'negative': 0.32560479640960693}","{'neg': 0.0, 'neu': 0.225, 'pos': 0.775, 'compound': 0.7845}","{'sentiment': 0.0, 'count': 0, 'frequencies': {}}","{'anger': 0.007218862883746624, 'disgust': 0.01634078286588192, 'fear': 0.004642307758331299, 'joy': 0.36246252059936523, 'neutral': 0.5900710225105286, 'sadness': 0.009573472663760185, 'surprise': 0.009691067039966583}",{},0.9166666666666667,"{'emojis': 0, 'words': 4, 'has_hashtags': False, 'has_mentions': False}"
324,Jacquemus,❤️, ❤,"{'positive': 0.6760619282722473, 'negative': 0.3239380717277527}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'sentiment': 0.0, 'count': 1, 'frequencies': {'❤': 1}}","{'anger': 0.041026487946510315, 'disgust': 0.04652230069041252, 'fear': 0.03398595005273819, 'joy': 0.013435118831694126, 'neutral': 0.8259836435317993, 'sadness': 0.026724085211753845, 'surprise': 0.012322457507252693}",{},0.0,"{'emojis': 1, 'words': 1, 'has_hashtags': False, 'has_mentions': False}"
